ns, Norm, 0.0000000000, 20.0000000000, 2.250, 0.0000000000
0.0000000000, -0.0324880844
0.0190737774, -0.0116347323
0.0381475547, -0.0058820835
0.0572213321, -0.0008485157
0.0762951095, 0.0013087276
0.0953688869, 0.0005896465
0.1144426642, 0.0041850520
0.1335164416, -0.0030057590
0.1525902190, -0.0008485157
0.1716639963, -0.0001294346
0.1907377737, 0.0005896465
0.2098115511, 0.0005896465
0.2288853285, 0.0005896465
0.2479591058, 0.0027468898
0.2670328832, -0.0015675968
0.2861066606, 0.0005896465
0.3051804379, 0.0077804576
0.3242542153, 0.0020278087
0.3433279927, -0.0030057590
0.3624017700, 0.0005896465
0.3814755474, 0.0020278087
0.4005493248, 0.0034659709
0.4196231022, 0.0020278087
0.4386968795, 0.0013087276
0.4577706569, 0.0049041332
0.4768444343, 0.0013087276
0.4959182116, -0.0008485157
0.5149919890, -0.0022866779
0.5340657664, 0.0005896465
0.5531395438, 0.0020278087
0.5722133211, -0.0008485157
0.5912870985, -0.0001294346
0.6103608759, -0.0008485157
0.6294346532, -0.0008485157
0.6485084306, -0.0022866779
0.6675822080, -0.0058820835
0.6866559854, -0.0008485157
0.7057297627, -0.0066011646
0.7248035401, -0.0022866779
0.7438773175, -0.0008485157
0.7629510948, -0.0037248401
0.7820248722, -0.0037248401
0.8010986496, 0.0005896465
0.8201724269, -0.0022866779
0.8392462043, 0.0005896465
0.8583199817, 0.0013087276
0.8773937591, -0.0008485157
0.8964675364, -0.0015675968
0.9155413138, -0.0030057590
0.9346150912, -0.0008485157
0.9536888685, -0.0044439212
0.9727626459, -0.0030057590
0.9918364233, -0.0022866779
1.0109102007, -0.0044439212
1.0299839780, -0.0030057590
1.0490577554, -0.0051630023
1.0681315328, -0.0022866779
1.0872053101, -0.0037248401
1.1062790875, -0.0015675968
1.1253528649, -0.0044439212
1.1444266423, -0.0066011646
1.1635004196, -0.0080393268
1.1825741970, -0.0051630023
1.2016479744, -0.0051630023
1.2207217517, -0.0037248401
1.2397955291, -0.0044439212
1.2588693065, -0.0022866779
1.2779430838, -0.0044439212
1.2970168612, -0.0030057590
1.3160906386, -0.0015675968
1.3351644160, 0.0020278087
1.3542381933, 0.0013087276
1.3733119707, 0.0013087276
1.3923857481, -0.0001294346
1.4114595254, -0.0037248401
1.4305333028, -0.0015675968
1.4496070802, 0.0005896465
1.4686808576, -0.0022866779
1.4877546349, -0.0015675968
1.5068284123, -0.0008485157
1.5259021897, -0.0008485157
1.5449759670, -0.0022866779
1.5640497444, -0.0044439212
1.5831235218, -0.0037248401
1.6021972992, 0.0005896465
1.6212710765, -0.0030057590
1.6403448539, -0.0015675968
1.6594186313, -0.0015675968
1.6784924086, -0.0022866779
1.6975661860, -0.0022866779
1.7166399634, -0.0008485157
1.7357137407, -0.0008485157
1.7547875181, -0.0008485157
1.7738612955, -0.0030057590
1.7929350729, -0.0030057590
1.8120088502, -0.0015675968
1.8310826276, -0.0008485157
1.8501564050, -0.0015675968
1.8692301823, -0.0066011646
1.8883039597, -0.0015675968
1.9073777371, 0.0013087276
1.9264515145, -0.0030057590
1.9455252918, 0.0013087276
1.9645990692, -0.0030057590
1.9836728466, -0.0037248401
2.0027466239, 0.0005896465
2.0218204013, -0.0015675968
2.0408941787, -0.0030057590
2.0599679561, -0.0008485157
2.0790417334, 0.0005896465
2.0981155108, -0.0044439212
2.1171892882, -0.0030057590
2.1362630655, -0.0001294346
2.1553368429, -0.0173873812
2.1744106203, -0.0022866779
2.1934843977, -0.0044439212
2.2125581750, -0.0001294346
2.2316319524, -0.0051630023
2.2507057298, -0.0044439212
2.2697795071, 0.0013087276
2.2888532845, -0.0030057590
2.3079270619, -0.0051630023
2.3270008392, -0.0030057590
2.3460746166, -0.0037248401
2.3651483940, -0.0015675968
2.3842221714, -0.0015675968
2.4032959487, -0.0030057590
2.4223697261, -0.0001294346
2.4414435035, -0.0022866779
2.4605172808, 0.0013087276
2.4795910582, 0.0027468898
2.4986648356, -0.0008485157
2.5177386130, 0.0027468898
2.5368123903, -0.0022866779
2.5558861677, 0.0013087276
2.5749599451, -0.0008485157
2.5940337224, -0.0022866779
2.6131074998, -0.0044439212
2.6321812772, -0.0015675968
2.6512550546, -0.0073202457
2.6703288319, -0.0008485157
2.6894026093, -0.0022866779
2.7084763867, -0.0066011646
2.7275501640, -0.0037248401
2.7466239414, -0.0030057590
2.7656977188, -0.0037248401
2.7847714961, -0.0037248401
2.8038452735, -0.0094774890
2.8229190509, -0.0008485157
2.8419928283, -0.0015675968
2.8610666056, -0.0044439212
2.8801403830, -0.0044439212
2.8992141604, -0.0044439212
2.9182879377, -0.0058820835
2.9373617151, -0.0044439212
2.9564354925, -0.0030057590
2.9755092699, 0.0005896465
2.9945830472, 0.0034659709
3.0136568246, 0.0020278087
3.0327306020, 0.0027468898
3.0518043793, -0.0037248401
3.0708781567, -0.0001294346
3.0899519341, -0.0022866779
3.1090257115, 0.0034659709
3.1280994888, 0.0013087276
3.1471732662, 0.0027468898
3.1662470436, 0.0070613765
3.1853208209, 0.0056232143
3.2043945983, 0.0063422954
3.2234683757, 0.0113758631
3.2425421530, 0.0041850520
3.2616159304, 0.0013087276
3.2806897078, 0.0034659709
